surface_form	normalized_form	segmentation	alt_segmentations	gloss	lemma	alt_lemmas	pos	alt_pos	confidence	first_verse	frequency	review_reasons	status
“Dawiveite	“dawiveite	Dawiveite		DAWIVEITE	dawiveite		UNK		high	43010021	1	pos_unknown	auto_resolved
ing-in	ing-in	ing-in		be.able-ERG	ing		UNK		high	43010025	1	pos_unknown	auto_resolved
Martha-te	martha-te	martha-te		MARTHA-PL	martha		UNK		high	43011005	1	pos_unknown	auto_resolved
Peeng,”	peeng,”	Peeng		PEENG	peeng		UNK		high	43011016	1	pos_unknown	auto_resolved
“Nitawp	“nitawp	Nitawp		NITAWP	nitawp		UNK		high	43011024	1	pos_unknown	auto_resolved
kivui-in	kivui-in	ki-vui-in		bury-ERG	vui		UNK		high	43011038	1	pos_unknown	auto_resolved
kipatma	kipatma	ki-pat-ma		REFL-attach-before	pat		UNK		high	43011055	1	pos_unknown	auto_resolved
nuhkhit	nuhkhit	nuh-khit		push-finish	nuh		UNK		high	43012003	1	pos_unknown	auto_resolved
kilawnin	kilawnin	kilawn-in		cast-ERG	kilawn		UNK		high	43015006	1	pos_unknown	auto_resolved
de-in	de-in	de-in		say-ERG	de		UNK		high	43018003	1	pos_unknown	auto_resolved
(Barabbas	(barabbas	Barabbas		BARABBAS	barabbas		UNK		high	43018040	1	pos_unknown	auto_resolved
suamin	suamin	suam-in		pollute-ERG	suam		UNK		high	43018040	1	pos_unknown	auto_resolved
Jesuh,”	jesuh,”	Jesuh		JESUH	jesuh		UNK		high	43019019	1	pos_unknown	auto_resolved
Latin	latin	lat-in		strong-ERG	lat		UNK		high	43019020	1	pos_unknown	auto_resolved
“'Jew	“'jew	Jew		JEW	jew		UNK		high	43019021	1	pos_unknown	auto_resolved
Klopas	klopas	Klopas'		KLOPAS.POSS	klopas		UNK		high	43019025	1	pos_unknown	auto_resolved
(Josef	(josef	Josef		JOSEF	josef		UNK		high	43019038	1	pos_unknown	auto_resolved
“Mary!”	“mary!”	Mary		MARY	mary		UNK		high	43020016	1	pos_unknown	auto_resolved
“Rabboni,”	“rabboni,”	Rabboni		RABBONI	rabboni		UNK		high	43020016	1	pos_unknown	auto_resolved
(Rabboni	(rabboni	Rabboni		RABBONI	rabboni		UNK		high	43020016	1	pos_unknown	auto_resolved
“Siapa,”	“siapa,”	Siapa		SIAPA	siapa		UNK		high	43020016	1	pos_unknown	auto_resolved
lenlen	lenlen	len~len		hold~REDUP	len~len		UNK		high	43020017	1	pos_unknown	auto_resolved
Umlah	umlah	umlah		?	umlah		UNK		unknown	43020027	1	pos_unknown|partial_gloss|confidence_unknown	auto_resolved
kaizo	kaizo	kai-zo		lead-finish	kai		UNK		high	43021006	1	pos_unknown	auto_resolved
buatbuatin	buatbuatin	buat-buat-in		prepare-REDUP-ERG	buat		UNK		high	43021007	1	pos_unknown	auto_resolved
kithehkek	kithehkek	ki-theh-kek		REFL-place-reverse	theh		UNK		high	44001018	1	pos_unknown	auto_resolved
genthuahin	genthuahin	genthuah-in		speak-ERG	genthuah		UNK		high	44002040	1	pos_unknown	auto_resolved
khauhpah	khauhpah	khauh-pah		strong-strike	khauh		UNK		high	44003007	1	pos_unknown	auto_resolved
kici-ah	kici-ah	kici-ah		called-LOC	kici		UNK		high	44003011	1	pos_unknown	auto_resolved
puksukpah	puksukpah	puk-suk-pah		fall-down-exactly	puk		UNK		high	44005005	1	pos_unknown	auto_resolved
haza-in	haza-in	haza-in		envy-ERG	haza		UNK		high	44005017	1	pos_unknown	auto_resolved
“Thongah	“thongah	Thongah		THONGAH	thongah		UNK		high	44005023	1	pos_unknown	auto_resolved
“Annek	“annek	Annek		ANNEK	annek		UNK		high	44006001	1	pos_unknown	auto_resolved
“Sal	“sal	sal		slave	sal		UNK		high	44006009	1	pos_unknown	auto_resolved
Hamor-te	hamor-te	hamor-te		HAMOR-PL	hamor		UNK		high	44007016	1	pos_unknown	auto_resolved
Refan	refan	Refan'		REFAN.POSS	refan		UNK		high	44007041	1	pos_unknown	auto_resolved
paii-in	paii-in	paii-in		sorrow-ERG	paii		UNK		high	44007051	1	pos_unknown	auto_resolved
valhcip	valhcip	valh-cip		bitter-squeeze	valh		UNK		high	44008023	1	pos_unknown	auto_resolved
kisawm	kisawm	ki-sawm		REFL-ten	sawm		UNK		high	44009024	1	pos_unknown	auto_resolved
“Aineas	“aineas	Aineas		AINEAS	aineas		UNK		high	44009034	1	pos_unknown	auto_resolved
“Tabitha	“tabitha	Tabitha		TABITHA	tabitha		UNK		high	44009040	1	pos_unknown	auto_resolved
“Italy	“italy	Italy		ITALY	italy		UNK		high	44010001	1	pos_unknown	auto_resolved
“Kornelias	“kornelias	Kornelias		KORNELIAS	kornelias		UNK		high	44010003	1	pos_unknown	auto_resolved
huanhuan	huanhuan	huan~huan		garden~REDUP	huan~huan		UNK		high	44010010	1	pos_unknown	auto_resolved
“Joppa	“joppa	Joppa		JOPPA	joppa		UNK		high	44011005	1	pos_unknown	auto_resolved
lokin	lokin	lok-in		shake-ERG	lok		UNK		high	44012007	1	pos_unknown	auto_resolved
kiukiu	kiukiu	kiu~kiu		corner~REDUP	kiu~kiu		UNK		high	44012016	1	pos_unknown	auto_resolved
“James	“james	James		JAMES	james		UNK		high	44012017	1	pos_unknown	auto_resolved
zinzin	zinzin	zin~zin		zin~REDUP	zin~zin		UNK		high	44013031	1	pos_unknown	auto_resolved
phialun	phialun	phia-lun		gather-together	phia		UNK		high	44013044	1	pos_unknown	auto_resolved
nawla	nawla	naw-la		drive-take	naw		UNK		high	44014013	1	pos_unknown	auto_resolved
“Sawltakte	“sawltakte	Sawltakte		SAWLTAKTE	sawltakte		UNK		high	44015023	1	pos_unknown	auto_resolved
“Masedonia	“masedonia	Masedonia		MASEDONIA	masedonia		UNK		high	44016009	1	pos_unknown	auto_resolved
“Tote	“tote	Tote		TOTE	tote		UNK		high	44016030	1	pos_unknown	auto_resolved
“Thukhen	“thukhen	Thukhen		THUKHEN	thukhen		UNK		high	44016036	1	pos_unknown	auto_resolved
henhanin	henhanin	henhan-in		like-ERG	henhan		UNK		high	44017005	1	pos_unknown	auto_resolved
(Athen	(athen	Athen		ATHEN	athen		UNK		high	44017021	1	pos_unknown	auto_resolved
“Athen	“athen	Athen		ATHEN	athen		UNK		high	44017022	1	pos_unknown	auto_resolved
biakbiak	biakbiak	biak~biak		worship~REDUP	biak~biak		UNK		high	44017023	1	pos_unknown	auto_resolved
zatzia	zatzia	zat-zia		use-manner	zat		UNK		high	44018015	1	pos_unknown	auto_resolved
Aquila-te	aquila-te	aquila-te		AQUILA-PL	aquila		UNK		high	44018019	1	pos_unknown	auto_resolved
Skeva	skeva	Skeva'		SKEVA.POSS	skeva		UNK		high	44019014	1	pos_unknown	auto_resolved
Pirras	pirras	Pirras'		PIRRAS.POSS	pirras		UNK		high	44020004	1	pos_unknown	auto_resolved
Trofimas-te	trofimas-te	trofimas-te		TROFIMAS-PL	trofimas		UNK		high	44020004	1	pos_unknown	auto_resolved
zomzom	zomzom	zom~zom		continue~REDUP	zom~zom		UNK		high	44020009	1	pos_unknown	auto_resolved
ihmusip	ihmusip	ihmu-sip		sleep-deep	ihmu		UNK		high	44020009	1	pos_unknown	auto_resolved
Assos-ah	assos-ah	assos-ah		ASSOS-LOC	assos		UNK		high	44020013	1	pos_unknown	auto_resolved
“Asia	“asia	Asia		ASIA	asia		UNK		high	44020018	1	pos_unknown	auto_resolved
kilen	kilen	ki-len		REFL-net	len		UNK		high	44020037	1	pos_unknown	auto_resolved
kikawi-in	kikawi-in	ki-kawi-in		REFL-hook-CVB	kawi		UNK		high	44020037	1	pos_unknown	auto_resolved
kikhakin	kikhakin	kikhak-in		shut-ERG	kikhak		UNK		high	44021006	1	pos_unknown	auto_resolved
kulhin	kulhin	kulh-in		surround-ERG	kulh		UNK		high	44021007	1	pos_unknown	auto_resolved
tapkhap	tapkhap	tap-khap		weep-cry	tap		UNK		high	44021013	1	pos_unknown	auto_resolved
gawlmek	gawlmek	gawl-mek		pond-mud	gawl		UNK		high	44021025	1	pos_unknown	auto_resolved
“Grik	“grik	Grik		GRIK	grik		UNK		high	44021037	1	pos_unknown	auto_resolved
“Pate	“pate	Pate		PATE	pate		UNK		high	44022001	1	pos_unknown	auto_resolved
“Damaskas	“damaskas	Damaskas		DAMASKAS	damaskas		UNK		high	44022006	1	pos_unknown	auto_resolved
“Leikang	“leikang	Leikang		LEIKANG	leikang		UNK		high	44023003	1	pos_unknown	auto_resolved
kibet	kibet	ki-bet		REFL-pottage	bet		UNK		high	44023003	1	pos_unknown	auto_resolved
hupha	hupha	hu-pha		follow-good	hu		UNK		high	44023009	1	pos_unknown	auto_resolved
tohtoh	tohtoh	toh~toh		stand~REDUP	toh~toh		UNK		high	44024025	1	pos_unknown	auto_resolved
“Feliks	“feliks	Feliks		FELIKS	feliks		UNK		high	44025014	1	pos_unknown	auto_resolved
kikan	kikan	ki-kan		REFL-stay	kan		UNK		high	44025026	1	pos_unknown	auto_resolved
ciangzum	ciangzum	ciang-zum		become-bow	ciang		UNK		high	44026014	1	pos_unknown	auto_resolved
“Menzi	“menzi	Menzi		MENZI	menzi		UNK		high	44026025	1	pos_unknown	auto_resolved
kiphuzo	kiphuzo	ki-phu-zo		REFL-carry-able	phu		UNK		high	44027007	1	pos_unknown	auto_resolved
leidawk	leidawk	lei-dawk		earth-dig	lei		UNK		high	44027007	1	pos_unknown	auto_resolved
hiauhiau	hiauhiau	hiau~hiau		gently~REDUP	hiau~hiau		UNK		high	44027013	1	pos_unknown	auto_resolved
Huihpi,”	huihpi,”	Huihpi		HUIHPI	huihpi		UNK		high	44027014	1	pos_unknown	auto_resolved
gilsan	gilsan	gil-san		stomach-at	gil		UNK		high	44028008	1	pos_unknown	auto_resolved
tuankik	tuankik	tuan-kik		neither-ITER	tuan		UNK		high	44028010	1	pos_unknown	auto_resolved
“Appias	“appias	Appias		APPIAS	appias		UNK		high	44028015	1	pos_unknown	auto_resolved
Sumbuk,”	sumbuk,”	Sumbuk		SUMBUK	sumbuk		UNK		high	44028015	1	pos_unknown	auto_resolved
“Ansai	“ansai	Ansai		ANSAI	ansai		UNK		high	44028015	1	pos_unknown	auto_resolved
Thumna,”	thumna,”	Thumna		THUMNA	thumna		UNK		high	44028015	1	pos_unknown	auto_resolved
ngaihngaih	ngaihngaih	ngaih~ngaih		love~REDUP	ngaih~ngaih		UNK		high	44028024	1	pos_unknown	auto_resolved
kuakua	kuakua	kua~kua		ask~REDUP	kua~kua		UNK		high	45002001	1	pos_unknown	auto_resolved
“Hazatna	“hazatna	Hazatna		HAZATNA	hazatna		UNK		high	45007007	1	pos_unknown	auto_resolved
taktakah	taktakah	taktak-ah		surely-LOC	taktak		UNK		high	45007022	1	pos_unknown	auto_resolved
maleep	maleep	ma-leep		EMPH-quick	ma		UNK		high	45008023	1	pos_unknown	auto_resolved
“Puk	“puk	Puk		PUK	puk		UNK		high	45009032	1	pos_unknown	auto_resolved
gitnat	gitnat	git-nat		squeeze-pain	git		UNK		high	45011012	1	pos_unknown	auto_resolved
pihte	pihte	pih-te		APPL-PL	pih		UNK		high	45012013	1	pos_unknown	auto_resolved
“Jessi	“jessi	Jessi'		JESSI.POSS	jessi		UNK		high	45015012	1	pos_unknown	auto_resolved
kikopin	kikopin	ki-kop-in		REFL-gather-CVB	kop		UNK		high	45015017	1	pos_unknown	auto_resolved
oltakin	oltakin	ol-tak-in		ease-rest-ERG	ol		UNK		high	45015020	1	pos_unknown	auto_resolved
Sosipater-te	sosipater-te	sosipater-te		SOSIPATER-PL	sosipater		UNK		high	45016021	1	pos_unknown	auto_resolved
Khloe	khloe	Khloe'		KHLOE.POSS	khloe		UNK		high	46001011	1	pos_unknown	auto_resolved
kiphumin	kiphumin	kiphum-in		baptiz-ERG	kiphum		UNK		high	46001015	1	pos_unknown	auto_resolved
kihaza-in	kihaza-in	ki-haza-in		REFL-revel-CVB	haza		UNK		high	46003003	1	pos_unknown	auto_resolved
“Apollos	“apollos	Apollos'		APOLLOS.POSS	apollos		UNK		high	46003004	1	pos_unknown	auto_resolved
kisaktheihpihin	kisaktheihpihin	kisaktheihpih-in		glory-ERG	kisaktheihpih		UNK		high	46004006	1	pos_unknown	auto_resolved
kinotsuk	kinotsuk	ki-not-suk		REFL-push-push	not		UNK		high	46004011	1	pos_unknown	auto_resolved
leivuithem	leivuithem	lei-vui-them		buy-dust-dirt	lei		UNK		high	46004013	1	pos_unknown	auto_resolved
themthem	themthem	them~them		matter~REDUP	them~them		UNK		high	46006004	1	pos_unknown	auto_resolved
kisu-in	kisu-in	ki-su-in		REFL-count-CVB	su		UNK		high	46006008	1	pos_unknown	auto_resolved
zehphi	zehphi	zeh-phi		conscience-weak	zeh		UNK		high	46008007	1	pos_unknown	auto_resolved
mawktuptup	mawktuptup	mawk-tup-tup		vain-beat~REDUP	mawk		UNK		high	46009026	1	pos_unknown	auto_resolved
“Anne	“anne	Anne		ANNE	anne		UNK		high	46010007	1	pos_unknown	auto_resolved
ngeingeite	ngeingeite	ngei-ngei-te		true-REDUP-PL	ngei		UNK		high	46010013	1	pos_unknown	auto_resolved
tektekin	tektekin	tek~tek-in		bend~REDUP-ERG	tek~tek		UNK		high	46012018	1	pos_unknown	auto_resolved
kilemkim	kilemkim	ki-lem-kim		prepare-complete	lem		UNK		high	46012025	1	pos_unknown	auto_resolved
vaite	vaite	vai-te		affairs-PL	vai		UNK		high	46013011	1	pos_unknown	auto_resolved
sensen	sensen	sen~sen		distinguish~REDUP	sen~sen		UNK		high	46014007	1	pos_unknown	auto_resolved
ipcipte	ipcipte	ip-cip-te		hide-squeeze-PL	ip		UNK		high	46014025	1	pos_unknown	auto_resolved
zelzul	zelzul	zel-zul		prophesy-follow	zel		UNK		high	46014031	1	pos_unknown	auto_resolved
thuakthuak	thuakthuak	thuak~thuak		suffer~REDUP	thuak~thuak		UNK		high	46015031	1	pos_unknown	auto_resolved
kikhelvat	kikhelvat	ki-khel-vat		REFL-differ-quick	khel		UNK		high	46015051	1	pos_unknown	auto_resolved
Akhaikas-te	akhaikas-te	akhaikas-te		AKHAIKAS-PL	akhaikas		UNK		high	46016017	1	pos_unknown	auto_resolved
Prisilla-te	prisilla-te	prisilla-te		PRISILLA-PL	prisilla		UNK		high	46016019	1	pos_unknown	auto_resolved
themthumte	themthumte	them-thum-te		purpose-three-PL	them		UNK		high	47001017	1	pos_unknown	auto_resolved
taanlua	taanlua	taan-lua		lose-too.much	taan		UNK		high	47003007	1	pos_unknown	auto_resolved
kisepsep	kisepsep	ki-sep~sep		REFL-work~REDUP	sep~sep		UNK		high	47004012	1	pos_unknown	auto_resolved
pawpite-ah	pawpite-ah	pawpi-te-ah		church-PL-LOC	pawpi		UNK		high	47008001	1	pos_unknown	auto_resolved
“Akhaia	“akhaia	Akhaia		AKHAIA	akhaia		UNK		high	47009002	1	pos_unknown	auto_resolved
khauhte	khauhte	khauh-te		strong-PL	khauh		UNK		high	47010004	1	pos_unknown	auto_resolved
gawpzo	gawpzo	gawp-zo		INTENS-COMPL	gawp		UNK		high	47010005	1	pos_unknown	auto_resolved
kisialsial	kisialsial	ki-sial~sial		REFL-chase~REDUP	sial~sial		UNK		high	47012001	1	pos_unknown	auto_resolved
kiphelphel	kiphelphel	ki-phel~phel		REFL-clear~REDUP	phel~phel		UNK		high	47012019	1	pos_unknown	auto_resolved
kineihkhemin	kineihkhemin	ki-neihkhem-in		possess.all-ERG	neihkhem		UNK		high	48002004	1	pos_unknown	auto_resolved
patkhit	patkhit	pat-khit		attach-finish	pat		UNK		high	48003003	1	pos_unknown	auto_resolved
engin	engin	eng-in		what-ERG	eng		UNK		high	48004017	1	pos_unknown	auto_resolved
kiphuai-in	kiphuai-in	ki-phuai-in		REFL-devour-CVB	phuai		UNK		high	48005015	1	pos_unknown	auto_resolved
kihaza	kihaza	ki-haza		REFL-revel	haza		UNK		high	48005026	1	pos_unknown	auto_resolved
“Paito,”	“paito,”	Paito		PAITO	paito		UNK		high	49004009	1	pos_unknown	auto_resolved
dopih	dopih	do-pih		fight-APPL	do		UNK		high	50001030	1	pos_unknown	auto_resolved
hahkatlua	hahkatlua	hah-kat-lua		tired-cut-exceed	hah		UNK		high	50003006	1	pos_unknown	auto_resolved
pahtakhuai	pahtakhuai	pah-ta-khuai		father-child-love	pah		UNK		high	50004008	1	pos_unknown	auto_resolved
sansanah	sansanah	san~san-ah		hang~REDUP-LOC	san~san		UNK		high	51001017	1	pos_unknown	auto_resolved
kilhcipin	kilhcipin	ki-lh-cip-in		REFL-hang-tight-CVB	lh		UNK		high	51002014	1	pos_unknown	auto_resolved
kihilhin	kihilhin	kihilh-in		preach-ERG	kihilh		UNK		high	51003016	1	pos_unknown	auto_resolved
dahluat	dahluat	dah-luat		dry-pull	dah		UNK		high	52004013	1	pos_unknown	auto_resolved
patauh	patauh	patauh		shout	patauh		UNK		high	52005003	1	pos_unknown	auto_resolved
tunvat	tunvat	tun-vat		arrive-quick	tun		UNK		high	52005004	1	pos_unknown	auto_resolved
Timoti-te	timoti-te	timoti-te		TIMOTI-PL	timoti		UNK		high	53001001	1	pos_unknown	auto_resolved
hiathiatin	hiathiatin	hiat-hiat-in		there-REDUP-ERG	hiat		UNK		high	53003012	1	pos_unknown	auto_resolved
deudau-a	deudau-a	deu-dau-a		gather-together-LOC	deu		UNK		high	54001004	1	pos_unknown	auto_resolved
gute	gute	gu-te		bow-PL	gu		UNK		high	54001010	1	pos_unknown	auto_resolved
uanglua-in	uanglua-in	uang-lua-in		elder-exceed-ERG	uang		UNK		high	54002009	1	pos_unknown	auto_resolved
phalkei	phalkei	phal-kei		allow-1SG	phal		UNK		high	54002012	1	pos_unknown	auto_resolved
pite	pite	pi-te		big-PL	pi		UNK		high	54005004	1	pos_unknown	auto_resolved
tawmtawm	tawmtawm	tawm~tawm		glean~REDUP	tawm~tawm		UNK		high	54005023	1	pos_unknown	auto_resolved
pahpahin	pahpahin	pah~pah-in		honor~REDUP-ERG	pah~pah		UNK		high	54005024	1	pos_unknown	auto_resolved
Hermogenes-te	hermogenes-te	hermogenes-te		HERMOGENES-PL	hermogenes		UNK		high	55001015	1	pos_unknown	auto_resolved
tampen	tampen	tam-pen		many-TOP	tam		UNK		high	55002006	1	pos_unknown	auto_resolved
kilokzo	kilokzo	ki-lok-zo		REFL-shake-able	lok		UNK		high	55002019	1	pos_unknown	auto_resolved
mawkmawkin	mawkmawkin	mawkmawk-in		common-ERG	mawkmawk		UNK		high	55002020	1	pos_unknown	auto_resolved
pi-a	pi-a	pi-a		grandmother-LOC	pi		UNK		high	55002023	1	pos_unknown	auto_resolved
khiankhianin	khiankhianin	khian-khian-in		grow-REDUP-ERG	khian		UNK		high	55003006	1	pos_unknown	auto_resolved
Onesiforas-te	onesiforas-te	onesiforas-te		ONESIFORAS-PL	onesiforas		UNK		high	55004019	1	pos_unknown	auto_resolved
“Krete	“krete	Krete		KRETE	krete		UNK		high	56001012	1	pos_unknown	auto_resolved
Apollos-te	apollos-te	apollos-te		APOLLOS-PL	apollos		UNK		high	56003013	1	pos_unknown	auto_resolved
Arkhippas-te	arkhippas-te	arkhippas-te		ARKHIPPAS-PL	arkhippas		UNK		high	57001002	1	pos_unknown	auto_resolved
Luka-te	luka-te	luka-te		LUKA-PL	luka		UNK		high	57001024	1	pos_unknown	auto_resolved
ngeizo	ngeizo	ngei-zo		EXP-COMPL	ngei		UNK		high	58001001	1	pos_unknown	auto_resolved
kikhelkhel	kikhelkhel	ki-khel-khel		REFL-err~REDUP	khel		UNK		high	58001012	1	pos_unknown	auto_resolved
zia-ah	zia-ah	zia-ah		ZIA-LOC	zia		UNK		high	58004009	1	pos_unknown	auto_resolved
sansan	sansan	san~san		red~REDUP	san~san		UNK		high	58006002	1	pos_unknown	auto_resolved
hupin	hupin	hup-in		mouth-ERG	hup		UNK		high	58006007	1	pos_unknown	auto_resolved
kitelpha	kitelpha	ki-tel-pha		REFL-know-reach	tel		UNK		high	58007015	1	pos_unknown	auto_resolved
“Phulakna	“phulakna	Phulakna		PHULAKNA	phulakna		UNK		high	58010030	1	pos_unknown	auto_resolved
kipiangsakin	kipiangsakin	kipiangsak-in		thing-ERG	kipiangsak		UNK		high	58011028	1	pos_unknown	auto_resolved
hucip	hucip	hu-cip		follow-deep	hu		UNK		high	58011033	1	pos_unknown	auto_resolved
phing	phing	phing		fart	phing		UNK		high	58011040	1	pos_unknown	auto_resolved
nuangnuang	nuangnuang	nuang~nuang		soft~REDUP	nuang~nuang		UNK		high	58012012	1	pos_unknown	auto_resolved
kinil	kinil	ki-nil		REFL-throw	nil		UNK		high	59001006	1	pos_unknown	auto_resolved
“Khualum	“khualum	Khualum		KHUALUM	khualum		UNK		high	59002016	1	pos_unknown	auto_resolved
deldel	deldel	del~del		tremble~REDUP	del~del		UNK		high	59002019	1	pos_unknown	auto_resolved
Tui-al	tui-al	tui-al		water-?	tui		N		low	59003012	1	partial_gloss|confidence_low	auto_resolved
dawivai	dawivai	dawi-vai		medicine-chaff	dawi		UNK		high	59003015	1	pos_unknown	auto_resolved
pumsung	pumsung	pum-sung		body-inside	pum		UNK		high	59004001	1	pos_unknown	auto_resolved
kitoktok	kitoktok	ki-tok~tok		REFL-peck~REDUP	tok~tok		UNK		high	59004001	1	pos_unknown	auto_resolved
muattumta	muattumta	muat-tum-ta		rot-stumble-child	muat		UNK		high	59005002	1	pos_unknown	auto_resolved
phitphet	phitphet	phit-phet		split~REDUP	phit		UNK		high	59005005	1	pos_unknown	auto_resolved
“Hilo,”	“hilo,”	Hilo		HILO	hilo		UNK		high	59005012	1	pos_unknown	auto_resolved
pihkik	pihkik	pih-kik		APPL-ITER	pih		UNK		high	59005019	1	pos_unknown	auto_resolved
“Innlamte	“innlamte	Innlamte		INNLAMTE	innlamte		UNK		high	60002007	1	pos_unknown	auto_resolved
deuhte	deuhte	deuh-te		more-PL	deuh		UNK		high	60005005	1	pos_unknown	auto_resolved
laptoh	laptoh	lap-toh		wrap-up	lap		UNK		high	60005006	1	pos_unknown	auto_resolved
thumanah	thumanah	thuman-ah		righteou-LOC	thuman		UNK		high	61001012	1	pos_unknown	auto_resolved
bukbuk	bukbuk	buk~buk		ambush~REDUP	buk~buk		UNK		high	62002028	1	pos_unknown	auto_resolved
thumu-in	thumu-in	thumu-in		trumpet-ERG	thumu		UNK		high	65001008	1	pos_unknown	auto_resolved
awm-ah	awm-ah	awm-ah		self-LOC	awm		UNK		high	66001013	1	pos_unknown	auto_resolved
“Smyrna	“smyrna	Smyrna		SMYRNA	smyrna		UNK		high	66002008	1	pos_unknown	auto_resolved
“Pergamum	“pergamum	Pergamum		PERGAMUM	pergamum		UNK		high	66002012	1	pos_unknown	auto_resolved
“Thiatira	“thiatira	Thiatira		THIATIRA	thiatira		UNK		high	66002018	1	pos_unknown	auto_resolved
“Sardis	“sardis	Sardis		SARDIS	sardis		UNK		high	66003001	1	pos_unknown	auto_resolved
“Filadelfia	“filadelfia	Filadelfia		FILADELFIA	filadelfia		UNK		high	66003007	1	pos_unknown	auto_resolved
“Laodisia	“laodisia	Laodisia		LAODISIA	laodisia		UNK		high	66003014	1	pos_unknown	auto_resolved
Tunung	tunung	tunu-ng		daughter-?	tunu		N		low	66004001	1	partial_gloss|confidence_low	auto_resolved
suum	suum	suum		emerald	suum		UNK		high	66004003	1	pos_unknown	auto_resolved
144,000	144,000	144,000		144,000	144,000		UNK		high	66007004	1	pos_unknown	auto_resolved
Amen,”	amen,”	Amen		AMEN	amen		UNK		high	66007012	1	pos_unknown	auto_resolved
kidai	kidai	ki-dai		REFL-still	dai		UNK		high	66008001	1	pos_unknown	auto_resolved
deh	deh	deh		scorpion.sting	deh		UNK		high	66009005	1	pos_unknown	auto_resolved
kikhoi	kikhoi	ki-khoi		REFL-nurse	khoi		UNK		high	66012006	1	pos_unknown	auto_resolved
hupkang	hupkang	hup-kang		swallow-mouth	hup		UNK		high	66012016	1	pos_unknown	auto_resolved
suzo	suzo	su-zo		touch-able	su		UNK		high	66013004	1	pos_unknown	auto_resolved
“Salin	“salin	Salin		SALIN	salin		UNK		high	66013008	1	pos_unknown	auto_resolved
666	666	666		NUM	666		UNK		high	66013018	1	pos_unknown	auto_resolved
hehnate	hehnate	hehna-te		anger-PL	hehna		UNK		high	66016001	1	pos_unknown	auto_resolved
pumguakin	pumguakin	pum-guak-in		body-naked-ERG	pum		UNK		high	66017016	1	pos_unknown	auto_resolved
khausante	khausante	khau-san-te		cloth-silk-PL	khau		UNK		high	66018012	1	pos_unknown	auto_resolved
saledi-te	saledi-te	saledi-te		gazelle-PL	saledi		UNK		high	66018013	1	pos_unknown	auto_resolved
“Deihin	“deihin	Deihin		DEIHIN	deihin		UNK		high	66018014	1	pos_unknown	auto_resolved
khrisoprase	khrisoprase	khrisoprase		KHRISOPRASE	khrisoprase		UNK		high	66021020	1	pos_unknown	auto_resolved
sabit	sabit	sabit		pearl.gate	sabit		UNK		high	66021021	1	pos_unknown	auto_resolved
