kc_word	kc_freq	eng_gloss	pmi_score	pair_count	confidence	rank
zia	4	he	0.5317	4	1.0000	2
zia	4	and	0.1908	4	1.0000	3
zia	4	be	0.5103	3	0.7500	4
zingsang	3	the	0.5659	3	1.0000	1
zo	30	be	0.5420	23	0.7667	1
zo	30	the	0.1826	23	0.7667	2
zo	30	he	0.0842	22	0.7333	3
zo	30	say	0.5970	17	0.5667	4
zo	30	have	1.1667	15	0.5000	5
zong	35	and	0.0615	32	0.9143	1
zong	35	he	0.1573	27	0.7714	2
zong	35	the	0.0805	25	0.7143	3
zong	35	they	0.3565	23	0.6571	4
zong	35	with	1.0535	12	0.3429	5
zongin	19	the	0.0184	13	0.6842	1
zongin	19	but	1.8718	12	0.6316	2
zongin	19	not	1.3117	8	0.4211	3
zongin	19	in	0.7262	7	0.3684	4
zongin	19	you	0.4100	7	0.3684	5
zuan	3	come	2.3177	3	1.0000	1
zuan	3	he	0.5317	3	1.0000	2
zuan	3	and	0.1908	3	1.0000	3
zuau	4	witness	5.9901	3	0.7500	1
zui	18	and	0.1908	18	1.0000	1
zui	18	follow	4.8202	15	0.8333	2
zui	18	he	0.2687	15	0.8333	3
zui	18	with	1.5978	9	0.5000	4
zui	18	unto	0.6503	9	0.5000	5
